efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
3,219483533	0,643896707	1	88,15504026	17,63100805	84,15408715	4,001686738	0,800337348	1,016729813	2,775372973	0,555074595	1	5	173	21	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	81	13	less
4,4722879	0,745381317	1	152,8030976	25,46718294	84,15408715	3,742683189	0,623780532	1	2,944659501	0,490776583	1	6	160	21	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	60	6	less
3,219483533	0,643896707	1	88,15504026	17,63100805	84,15408715	4,001686738	0,800337348	1,016729813	2,775372973	0,555074595	1	5	167	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	102	12	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	97	11	less
1,885832496	0,628610832	0,885832496	86,15408715	28,71802905	84,15408715	1,984956925	0,661652308	0,815761119	0,872937059	0,29097902	0,660344311	3	115	15	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	127	17	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	112	15	less
4,3472879	0,724547983	1	152,5530976	25,42551627	84,15408715	3,789406674	0,631567779	1	3,100337166	0,516722861	1	6	192	22	less
1,615978938	0,538659646	0,885832496	89,11999431	29,70666477	84,15408715	1,858059109	0,619353036	1,016729813	2,032738472	0,677579491	0,902435915	3	109	20	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	130	14	less
5,157697115	0,644712139	1	156,0363714	19,50454642	84,15408715	5,42802854	0,678503568	1	3,896289969	0,487036246	1	8	95	26	less
2,010832496	0,670277499	0,885832496	86,40408715	28,80136238	84,15408715	1,93823344	0,646077813	0,889826758	0,717259393	0,239086464	0,660344311	3	109	10	less
1,352273529	0,676136765	0,783986621	64,4611287	32,23056435	52,52710364	1,312209793	0,656104896	0,840319601	1,44785424	0,72392712	0,785197066	2	77	20	less
2,945639948	0,736409987	1	107,9483107	26,98707767	84,15408715	2,270925004	0,567731251	1	2,522248764	0,630562191	1	4	98	17	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	161	15	less
1,117319955	0,558659977	0,783986621	53,52710364	26,76355182	52,52710364	1,20069638	0,60034819	0,728806188	1,291824711	0,645912355	0,662657174	2	48	10	less
3,342135353	0,668427071	1	111,9132648	22,38265295	84,15408715	2,716966815	0,543393363	1	2,851674106	0,570334821	1	5	108	19	less
4,188301278	0,598328754	0,885832496	102,275994	14,61085629	84,15408715	4,850629662	0,692947095	0,948314426	1,761814764	0,251687823	0,660344311	7	122	18	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	88	15	less
